IP,Session_ID,Time,Student_ID,Subject,Date,Issue raised,Raised by (Student /Proctor),Time spent by proctor(minutes),time spent by student(minutes),Issue resolved or not,Camera visibility,Total session time,ADS
10.130.2.37,234768A8976N1265,2020-03-15 14:01:17,2019mc21969,MATERIALS MANAGEMENT,15-03-2020 (AN),1,Student,2020-03-15 00:00:00,2020-03-15 00:00:39,Y,2020-03-15 01:55:52,2020-03-15 01:56:41,23
10.131.1.146,234768A8976N1265,2020-03-15 14:01:17,2019mc21969,MATERIALS MANAGEMENT,15-03-2020 (AN),1,Student,2020-03-15 00:00:00,2020-03-15 00:00:39,Y,2020-03-15 01:55:52,2020-03-15 01:56:41,23
10.131.1.114,234768A8976N1209,2020-10-11 10:01:08,2019mc21961,PREDICTIVE ANALYTICS,11-10-2020 (FN),3,Student,2020-10-11 00:02:41,2020-10-11 00:04:13,Y,2020-10-11 02:00:00,2020-10-11 02:00:00,22
10.131.1.171,234768A8976N1146,2020-10-11 10:00:21,2019mc21960,PREDICTIVE ANALYTICS,11-10-2020 (FN),5,Student,2020-10-11 00:04:14,2020-10-11 00:03:27,N,2020-10-11 01:57:18,2020-10-11 01:57:18,24
10.131.1.229,234768A8976N1083,2020-10-11 10:01:35,2019mc21959,PREDICTIVE ANALYTICS,11-10-2020 (FN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:55:40,2020-10-11 01:55:40,25
10.131.1.59,234768A8976N1020,2020-10-11 10:01:41,2019mc21958,PREDICTIVE ANALYTICS,11-10-2020 (FN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:59:10,2020-10-11 01:59:10,22
10.131.1.107,234768A8976N1217,2020-10-11 10:00:18,2019mc21953,PREDICTIVE ANALYTICS,11-10-2020 (FN),5,Student,2020-10-11 00:01:28,2020-10-11 00:03:14,N,2020-10-11 01:58:22,2020-10-11 01:58:22,20
10.131.1.164,234768A8976N1154,2020-10-11 10:01:27,2019mc21952,PREDICTIVE ANALYTICS,11-10-2020 (FN),8,Proctor,2020-10-11 00:00:09,2020-10-11 00:00:07,Y,2020-10-11 01:55:24,2020-10-11 01:55:24,21
10.131.1.221,234768A8976N1091,2020-10-11 10:01:22,2019mc21951,PREDICTIVE ANALYTICS,11-10-2020 (FN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:59:23,2020-10-11 01:59:23,21
10.131.1.51,234768A8976N1028,2020-10-11 10:00:32,2019mc21950,PREDICTIVE ANALYTICS,11-10-2020 (FN),7,Proctor,2020-10-11 00:04:37,2020-10-11 00:01:38,Y,2020-10-11 01:56:06,2020-10-11 01:56:06,56
10.131.1.10,234768A8976N1225,2020-10-11 10:01:57,2019mc21945,PREDICTIVE ANALYTICS,11-10-2020 (FN),5,Student,2020-10-11 00:02:48,2020-10-11 00:01:28,N,2020-10-11 01:57:06,2020-10-11 01:57:06,21
10.130.1.45,234768A8976N1336,2020-03-15 14:00:43,2019mc21962,MATERIALS MANAGEMENT,15-03-2020 (AN),2,Student,2020-03-15 00:02:27,2020-03-15 00:00:50,Y,2020-03-15 01:45:38,2020-03-15 01:58:47,22
10.132.1.123,234768A8976N1336,2020-03-15 15:09:21,2019mc21962,MATERIALS MANAGEMENT,15-03-2020 (AN),2,Student,2020-03-15 00:02:27,2020-03-15 00:00:50,Y,2020-03-15 01:45:38,2020-03-15 01:58:47,24
10.131.1.214,234768A8976N1099,2020-10-11 14:01:37,2019mc22007,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:58:45,2020-10-11 01:58:45,23
10.131.1.44,234768A8976N1036,2020-10-11 14:01:38,2019mc22006,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 02:00:00,2020-10-11 02:00:00,22
10.133.10.23,234456GA8976N117,2020-10-11 14:01:36,2019mc22005,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:58:41,2020-10-11 01:58:41,20
10.130.1.72,234768A8976N1309,2020-03-14 10:01:39,2019mc21989,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),1,Student,2020-03-14 00:02:19,2020-03-14 00:02:42,Y,2020-03-14 01:58:02,2020-03-14 01:58:02,21
10.130.1.72,234768A8976N1309,2020-03-14 10:01:39,2019mc21989,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),1,Student,2020-03-14 00:02:19,2020-03-14 00:02:42,Y,2020-03-14 01:58:02,2020-03-14 01:58:02,21
10.130.2.56,234768A8976N1246,2020-03-14 10:01:05,2019mc21988,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),2,Student,2020-03-14 00:03:03,2020-03-14 00:02:04,Y,2020-03-14 01:59:15,2020-03-14 01:59:15,22
10.130.2.56,234768A8976N1246,2020-03-14 10:01:05,2019mc21988,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),2,Student,2020-03-14 00:03:03,2020-03-14 00:02:04,Y,2020-03-14 01:59:15,2020-03-14 01:59:15,22
10.131.1.36,234768A8976N1044,2020-10-11 14:01:07,2019mc21998,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),5,Student,2020-10-11 00:01:18,2020-10-11 00:03:54,Y,2020-10-11 01:56:30,2020-10-11 01:56:30,23
10.131.1.94,234456GA8976N125,2020-10-11 14:00:33,2019mc21997,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:55:46,2020-10-11 01:55:46,21
10.131.1.142,234768A8976N1178,2020-10-11 14:00:04,2019mc21992,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:58:39,2020-10-11 01:58:39,21
10.131.1.20,234768A8976N1115,2020-10-11 14:01:42,2019mc21991,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:56:46,2020-10-11 01:56:46,24
10.131.1.28,234768A8976N1052,2020-10-11 14:01:28,2019mc21990,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),8,Proctor,2020-10-11 00:01:27,2020-10-11 00:03:25,Y,2020-10-11 01:56:59,2020-10-11 01:56:59,25
10.131.1.87,234456GA8976N133,2020-10-11 14:01:08,2019mc21989,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),4,Student,2020-10-11 00:03:15,2020-10-11 00:02:37,Y,2020-10-11 01:57:24,2020-10-11 01:57:24,22
10.131.1.135,234768A8976N1186,2020-10-11 14:01:42,2019mc21984,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 02:00:00,2020-10-11 02:00:00,24
10.130.2.48,234768A8976N1254,2020-03-14 10:01:26,2019mc21980,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),1,Student,2020-03-14 00:03:48,2020-03-14 00:03:23,Y,2020-03-14 01:57:29,2020-03-14 01:59:51,24
10.132.2.211,234768A8976N1254,2020-03-14 10:01:26,2019mc21980,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),1,Student,2020-03-14 00:03:48,2020-03-14 00:03:23,Y,2020-03-14 01:57:29,2020-03-14 01:59:51,24
10.131.1.25,234768A8976N1060,2020-10-11 14:00:01,2019mc21982,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),4,Student,2020-10-11 00:04:49,2020-10-11 00:04:40,Y,2020-10-11 02:00:00,2020-10-11 02:00:00,20
10.131.1.8,234456GA8976N141,2020-10-11 14:00:33,2019mc21981,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),5,Student,2020-10-11 00:03:08,2020-10-11 00:03:47,Y,2020-10-11 01:59:08,2020-10-11 01:59:08,23
10.130.1.71,234768A8976N1310,2020-03-14 14:00:47,2019mc21988,INFORMATION RETRIEVAL ,14-03-2020 (AN),1,Student,2020-03-14 00:02:13,2020-03-14 00:01:40,Y,2020-03-14 01:58:31,2020-03-14 01:58:31,23
10.130.1.71,234768A8976N1310,2020-03-14 14:00:47,2019mc21988,INFORMATION RETRIEVAL ,14-03-2020 (AN),1,Student,2020-03-14 00:02:13,2020-03-14 00:01:40,Y,2020-03-14 01:58:31,2020-03-14 01:58:31,23
10.131.1.185,234768A8976N1131,2020-10-11 14:01:13,2019mc21975,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),6,Proctor,2020-10-11 00:01:03,2020-10-11 00:01:18,Y,2020-10-11 01:43:34,2020-10-11 01:59:53,22
10.131.1.242,234768A8976N1068,2020-10-11 14:00:09,2019mc21974,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),8,Proctor,2020-10-11 00:03:43,2020-10-11 00:03:49,Y,2020-10-11 01:55:49,2020-10-11 01:55:49,23
10.131.1.72,234456GA8976N149,2020-10-11 14:01:09,2019mc21973,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),6,Proctor,2020-10-11 00:01:10,2020-10-11 00:01:23,Y,2020-10-11 01:48:25,2020-10-11 01:59:38,25
10.131.1.120,234768A8976N1202,2020-10-11 14:00:10,2019mc21968,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),8,Proctor,2020-10-11 00:02:39,2020-10-11 00:02:06,Y,2020-10-11 01:55:37,2020-10-11 01:55:37,25
10.131.1.178,234768A8976N1139,2020-10-11 14:01:23,2019mc21967,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),6,Proctor,2020-10-11 00:04:15,2020-10-11 00:02:20,Y,2020-10-11 01:44:50,2020-10-11 01:58:19,21
10.130.1.63,234768A8976N1318,2020-03-14 14:01:31,2019mc21980,INFORMATION RETRIEVAL ,14-03-2020 (AN),2,Student,2020-03-14 00:02:31,2020-03-14 00:02:36,Y,2020-03-14 01:23:22,2020-03-14 01:55:39,23
10.113.1.32,NULL,2020-03-14 00:00:00,2019mc21980,INFORMATION RETRIEVAL ,14-03-2020 (AN),2,Student,2020-03-14 00:02:31,2020-03-14 00:02:36,Y,2020-03-14 01:23:22,2020-03-14 01:55:39,NULL
10.131.1.65,234768A8976N1013,2020-10-11 14:00:40,2019mc21965,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),6,Proctor,2020-10-11 00:04:39,2020-10-11 00:01:15,Y,2020-10-11 01:50:16,2020-10-11 01:59:27,23
10.131.1.113,234768A8976N1210,2020-10-11 14:00:26,2019mc21960,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),6,Proctor,2020-10-11 00:02:44,2020-10-11 00:00:13,Y,2020-10-11 01:40:00,2020-10-11 01:57:48,24
10.131.1.170,234768A8976N1147,2020-10-11 14:00:59,2019mc21959,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),6,Proctor,2020-10-11 00:03:56,2020-10-11 00:04:42,Y,2020-10-11 01:43:53,2020-10-11 01:56:18,24
10.131.1.228,234768A8976N1084,2020-10-11 14:01:26,2019mc21958,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),6,Proctor,2020-10-11 00:01:42,2020-10-11 00:03:07,Y,2020-10-11 01:42:27,2020-10-11 01:56:06,20
10.131.1.58,234768A8976N1021,2020-10-11 14:01:56,2019mc21957,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),5,Student,2020-10-11 00:04:37,2020-10-11 00:02:51,Y,2020-10-11 01:55:42,2020-10-11 01:55:42,22
10.131.1.106,234768A8976N1218,2020-10-11 14:00:08,2019mc21952,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:56:44,2020-10-11 01:56:44,21
10.131.1.163,234768A8976N1155,2020-10-11 14:01:35,2019mc21951,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:57:24,2020-10-11 01:57:24,22
10.131.1.220,234768A8976N1092,2020-10-11 14:01:02,2019mc21950,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),3,Student,2020-10-11 00:04:11,2020-10-11 00:04:14,N,2020-10-11 01:55:46,2020-10-11 01:55:46,24
10.130.1.55,234768A8976N1326,2020-03-14 14:00:17,2019mc21972,INFORMATION RETRIEVAL ,14-03-2020 (AN),1,Student,2020-03-14 00:00:00,2020-03-14 00:00:35,Y,2020-03-14 02:00:00,2020-03-14 02:00:00,21
10.130.1.55,234768A8976N1326,2020-03-14 14:00:17,2019mc21972,INFORMATION RETRIEVAL ,14-03-2020 (AN),1,Student,2020-03-14 00:00:00,2020-03-14 00:00:35,Y,2020-03-14 02:00:00,2020-03-14 02:00:00,21
10.133.10.20,234456GA8976N114,2020-10-10 10:00:49,2019mc22008,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),6,Proctor,2020-10-10 00:03:48,2020-10-10 00:00:31,Y,2020-10-10 01:55:22,2020-10-10 01:58:52,20
10.131.1.152,234768A8976N1167,2020-10-10 10:00:06,2019mc22003,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:58:33,2020-10-10 01:58:33,20
10.131.1.21,234768A8976N1104,2020-10-10 10:00:13,2019mc22002,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),6,Proctor,2020-10-10 00:02:54,2020-10-10 00:04:52,Y,2020-10-10 01:51:19,2020-10-10 01:57:56,20
10.131.1.39,234768A8976N1041,2020-10-10 10:00:58,2019mc22001,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),8,Proctor,2020-10-10 00:03:30,2020-10-10 00:03:46,Y,2020-10-10 01:58:41,2020-10-10 01:58:41,20
10.131.1.97,234456GA8976N122,2020-10-10 10:00:15,2019mc22000,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),4,Student,2020-10-10 00:02:08,2020-10-10 00:04:53,Y,2020-10-10 01:59:15,2020-10-10 01:59:15,23
10.131.1.145,234768A8976N1175,2020-10-10 10:00:28,2019mc21995,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),6,Proctor,2020-10-10 00:03:00,2020-10-10 00:00:55,Y,2020-10-10 01:40:27,2020-10-10 01:59:09,24
10.131.1.202,234768A8976N1112,2020-10-10 10:00:28,2019mc21994,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),5,Student,2020-10-10 00:04:41,2020-10-10 00:02:42,N,2020-10-10 01:59:17,2020-10-10 01:59:17,23
10.131.1.31,234768A8976N1049,2020-10-10 10:01:04,2019mc21993,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),3,Student,2020-10-10 00:03:16,2020-10-10 00:03:52,N,2020-10-10 02:00:00,2020-10-10 02:00:00,22
10.131.1.9,234456GA8976N130,2020-10-10 10:01:57,2019mc21992,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),6,Proctor,2020-10-10 00:03:37,2020-10-10 00:03:12,Y,2020-10-10 01:41:39,2020-10-10 01:55:05,23
10.131.1.138,234768A8976N1183,2020-10-10 10:01:48,2019mc21987,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),6,Proctor,2020-10-10 00:02:48,2020-10-10 00:04:31,Y,2020-10-10 01:53:48,2020-10-10 01:57:04,24
10.131.1.195,234768A8976N1120,2020-10-10 10:01:24,2019mc21986,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),8,Proctor,2020-10-10 00:04:33,2020-10-10 00:00:17,Y,2020-10-10 01:55:28,2020-10-10 01:55:28,21
10.131.1.252,234768A8976N1057,2020-10-10 10:01:10,2019mc21985,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),8,Proctor,2020-10-10 00:02:49,2020-10-10 00:02:20,Y,2020-10-10 01:58:00,2020-10-10 01:58:00,22
10.131.1.82,234456GA8976N138,2020-10-10 10:00:08,2019mc21984,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),5,Student,2020-10-10 00:01:31,2020-10-10 00:04:41,N,2020-10-10 01:56:13,2020-10-10 01:56:13,22
10.131.1.130,234768A8976N1191,2020-10-10 10:00:28,2019mc21979,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),6,Proctor,2020-10-10 00:02:16,2020-10-10 00:03:28,Y,2020-10-10 01:53:30,2020-10-10 01:59:11,20
10.131.1.188,234768A8976N1128,2020-10-10 10:00:04,2019mc21978,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),8,Proctor,2020-10-10 00:04:29,2020-10-10 00:03:10,Y,2020-10-10 01:57:40,2020-10-10 01:57:40,21
10.131.1.245,234768A8976N1065,2020-10-10 10:01:19,2019mc21977,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),6,Proctor,2020-10-10 00:00:52,2020-10-10 00:01:49,Y,2020-10-10 01:50:03,2020-10-10 01:59:30,21
10.131.1.75,234456GA8976N146,2020-10-10 10:01:44,2019mc21976,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),7,Proctor,2020-10-10 00:03:08,2020-10-10 00:03:46,Y,2020-10-10 01:55:23,2020-10-10 01:55:23,58
10.131.1.123,234768A8976N1199,2020-10-10 10:00:34,2019mc21971,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),5,Student,2020-10-10 00:02:24,2020-10-10 00:00:45,N,2020-10-10 01:57:57,2020-10-10 01:57:57,22
10.131.1.180,234768A8976N1136,2020-10-10 10:01:05,2019mc21970,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:58:22,2020-10-10 01:58:22,21
10.131.1.238,234768A8976N1073,2020-10-10 10:01:43,2019mc21969,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),4,Student,2020-10-10 00:04:38,2020-10-10 00:04:45,Y,2020-10-10 01:58:02,2020-10-10 01:58:02,24
10.131.1.68,234768A8976N1004,2020-10-10 10:00:53,2019mc21968,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:59:13,2020-10-10 01:59:13,25
10.130.2.31,234768A8976N1271,2020-03-14 14:01:39,2019mc21963,INFORMATION RETRIEVAL ,14-03-2020 (AN),2,Student,2020-03-14 00:02:47,2020-03-14 00:00:59,Y,2020-03-14 01:58:26,2020-03-14 01:58:26,22
10.130.2.31,234768A8976N1271,2020-03-14 14:01:39,2019mc21963,INFORMATION RETRIEVAL ,14-03-2020 (AN),2,Student,2020-03-14 00:02:47,2020-03-14 00:00:59,Y,2020-03-14 01:58:26,2020-03-14 01:58:26,22
10.131.1.173,234768A8976N1144,2020-10-10 10:01:22,2019mc21962,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),7,Proctor,2020-10-10 00:03:54,2020-10-10 00:01:26,Y,2020-10-10 01:58:28,2020-10-10 01:58:28,60
10.131.1.230,234768A8976N1081,2020-10-10 10:01:53,2019mc21961,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),3,Student,2020-10-10 00:02:15,2020-10-10 00:01:01,N,2020-10-10 01:59:09,2020-10-10 01:59:09,20
10.131.1.60,234768A8976N1018,2020-10-10 10:00:30,2019mc21960,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),5,Student,2020-10-10 00:00:14,2020-10-10 00:03:52,N,2020-10-10 01:57:22,2020-10-10 01:57:22,25
10.131.1.109,234768A8976N1215,2020-10-10 10:01:01,2019mc21955,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),5,Student,2020-10-10 00:03:21,2020-10-10 00:01:51,N,2020-10-10 01:57:53,2020-10-10 01:57:53,21
10.130.1.146,234768A8976N1476,2020-03-14 14:00:56,2019mc21950,INFORMATION RETRIEVAL ,14-03-2020 (AN),1,Student,2020-03-14 00:03:17,2020-03-14 00:04:03,Y,2020-03-14 01:53:26,2020-03-14 01:57:12,20
10.103.1.121,234768A8976N1476,2020-03-14 14:00:56,2019mc21950,INFORMATION RETRIEVAL ,14-03-2020 (AN),1,Student,2020-03-14 00:03:17,2020-03-14 00:04:03,N,2020-03-14 01:53:26,2020-03-14 01:57:12,20
10.131.1.223,234768A8976N1089,2020-10-10 10:01:18,2019mc21953,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 02:00:00,2020-10-10 02:00:00,22
10.131.1.53,234768A8976N1026,2020-10-10 10:00:01,2019mc21952,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:58:11,2020-10-10 01:58:11,24
10.131.1.101,234768A8976N1223,2020-10-10 10:01:23,2019mc21947,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:58:09,2020-10-10 01:58:09,20
10.131.1.66,234768A8976N1012,2020-10-11 10:01:50,2019mc21966,PREDICTIVE ANALYTICS,11-10-2020 (FN),2,Student,2020-10-11 00:02:11,2020-10-11 00:02:48,Y,2020-10-11 01:58:26,2020-10-11 01:58:26,22
10.131.1.66,234768A8976N1012,2020-10-11 10:01:50,2019mc21966,PREDICTIVE ANALYTICS,11-10-2020 (FN),2,Student,2020-10-11 00:02:11,2020-10-11 00:02:48,Y,2020-10-11 01:58:26,2020-10-11 01:58:26,22
10.131.1.216,234768A8976N1097,2020-10-10 10:01:22,2019mc21945,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),5,Student,2020-10-10 00:02:59,2020-10-10 00:02:50,N,2020-10-10 01:56:20,2020-10-10 01:56:20,25
10.131.1.46,234768A8976N1034,2020-10-10 14:01:32,2019mc22008,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),3,Student,2020-10-10 00:03:35,2020-10-10 00:00:54,Y,2020-10-10 02:00:00,2020-10-10 02:00:00,25
10.133.10.21,234456GA8976N115,2020-10-10 14:01:27,2019mc22007,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),8,Proctor,2020-10-10 00:00:13,2020-10-10 00:00:23,Y,2020-10-10 01:55:17,2020-10-10 01:55:17,24
10.131.1.151,234768A8976N1168,2020-10-10 14:01:20,2019mc22002,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:55:23,2020-10-10 01:55:23,24
10.131.1.209,234768A8976N1105,2020-10-10 14:01:06,2019mc22001,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 02:00:00,2020-10-10 02:00:00,25
10.131.1.157,234768A8976N1162,2020-10-11 14:00:02,2019mc22008,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),1,Student,2020-10-11 00:02:41,2020-10-11 00:04:25,Y,2020-10-11 01:52:27,2020-10-11 01:56:06,23
10.121.1.121,234768A8976N1162,2020-10-11 14:00:02,2019mc22008,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),1,Student,2020-10-11 00:02:41,2020-10-11 00:04:25,Y,2020-10-11 01:52:27,2020-10-11 01:56:06,23
10.131.1.96,234456GA8976N123,2020-10-10 14:01:04,2019mc21999,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),7,Proctor,2020-10-10 00:03:55,2020-10-10 00:02:11,Y,2020-10-10 01:59:17,2020-10-10 01:59:17,63
10.131.1.144,234768A8976N1176,2020-10-10 14:00:31,2019mc21994,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:59:15,2020-10-10 01:59:15,25
10.131.1.192,234768A8976N1123,2020-10-11 14:00:46,2019mc21983,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),1,Student,2020-10-11 00:02:24,2020-10-11 00:02:13,Y,2020-10-11 01:57:50,2020-10-11 01:58:19,22
10.113.1.22,234768A8976N1123,2020-10-11 14:00:46,2019mc21983,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),1,Student,2020-10-11 00:02:24,2020-10-11 00:02:13,Y,2020-10-11 01:57:50,2020-10-11 01:58:19,22
10.131.1.30,234768A8976N1050,2020-10-10 14:01:38,2019mc21992,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:58:52,2020-10-10 01:58:52,24
10.131.1.89,234456GA8976N131,2020-10-10 14:01:04,2019mc21991,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),5,Student,2020-10-10 00:00:25,2020-10-10 00:00:58,Y,2020-10-10 01:59:20,2020-10-10 01:59:20,21
10.131.1.137,234768A8976N1184,2020-10-10 14:01:22,2019mc21986,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),6,Proctor,2020-10-10 00:00:33,2020-10-10 00:01:56,Y,2020-10-10 01:43:24,2020-10-10 01:58:31,21
10.131.1.194,234768A8976N1121,2020-10-10 14:01:27,2019mc21985,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),8,Proctor,2020-10-10 00:00:39,2020-10-10 00:04:37,Y,2020-10-10 01:56:38,2020-10-10 01:56:38,23
10.131.1.251,234768A8976N1058,2020-10-10 14:00:42,2019mc21984,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),6,Proctor,2020-10-10 00:02:41,2020-10-10 00:02:33,Y,2020-10-10 01:42:54,2020-10-10 01:55:50,22
10.131.1.128,234768A8976N1194,2020-10-11 14:01:32,2019mc21976,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),2,Student,2020-10-11 00:00:00,2020-10-11 00:04:20,Y,2020-10-11 01:59:43,2020-10-11 01:59:43,25
10.131.1.128,234768A8976N1194,2020-10-11 14:01:32,2019mc21976,ADVANCED STATISTICAL METHODS,11-10-2020 (AN),2,Student,2020-10-11 00:00:00,2020-10-11 00:04:20,Y,2020-10-11 01:59:43,2020-10-11 01:59:43,25
10.131.1.13,234768A8976N1192,2020-10-10 14:01:48,2019mc21978,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),6,Proctor,2020-10-10 00:01:52,2020-10-10 00:00:13,Y,2020-10-10 01:44:17,2020-10-10 01:55:26,21
10.131.1.187,234768A8976N1129,2020-10-10 14:01:32,2019mc21977,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),6,Proctor,2020-10-10 00:02:02,2020-10-10 00:02:26,Y,2020-10-10 01:44:57,2020-10-10 01:57:59,25
10.131.1.244,234768A8976N1066,2020-10-10 14:01:00,2019mc21976,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),7,Proctor,2020-10-10 00:02:52,2020-10-10 00:02:30,N,2020-10-10 01:59:43,2020-10-10 01:59:43,63
10.131.1.74,234456GA8976N147,2020-10-10 14:00:12,2019mc21975,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),6,Proctor,2020-10-10 00:02:02,2020-10-10 00:01:58,Y,2020-10-10 01:42:50,2020-10-10 01:58:52,25
10.131.1.122,234768A8976N1200,2020-10-10 14:01:18,2019mc21970,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),6,Proctor,2020-10-10 00:03:41,2020-10-10 00:03:56,Y,2020-10-10 01:49:14,2020-10-10 01:55:49,21
10.131.1.18,234768A8976N1137,2020-10-10 14:00:45,2019mc21969,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),4,Student,2020-10-10 00:04:55,2020-10-10 00:01:38,N,2020-10-10 01:58:52,2020-10-10 01:58:52,21
